Episode,Avg_Waiting_Time,Avg_Queue_Length,Throughput,Total_Violations,Phase_Violations,Duration_Violations,Actual_Violations
0,198.06,57.67,7.7528,645,645,0,0
1,287.57,81.0,0.4611,370,370,0,0
2,212.87,74.2,3.2528,645,645,0,0
3,250.47,78.93,1.3083,235,235,0,0
4,222.52,77.73,0.4778,875,875,0,0
5,156.27,72.33,1.4879,519,519,0,0
6,191.66,73.8,3.8417,730,730,0,0
7,311.74,75.93,0.4333,1040,1040,0,0
8,236.2,74.07,0.7611,535,535,0,0
9,247.82,76.47,4.6861,1200,1200,0,0
10,252.75,74.87,3.4389,445,445,0,0
11,170.18,74.2,3.629,439,439,0,0
12,250.36,81.07,1.3111,335,335,0,0
13,221.09,74.6,2.1944,630,630,0,0
14,204.92,81.2,5.7083,590,590,0,0
15,255.5,75.2,2.4278,730,730,0,0
16,261.19,59.67,1.8778,825,825,0,0
17,153.62,72.2,3.2419,312,312,0,0
18,293.51,76.6,1.3167,1100,1100,0,0
19,213.82,80.2,3.2694,130,130,0,0
20,200.05,74.73,4.5972,660,660,0,0
21,268.02,74.53,5.3222,800,800,0,0
22,291.44,81.07,1.8528,730,730,0,0
23,170.35,75.6,6.0685,401,401,0,0
24,303.03,71.6,1.1222,625,625,0,0
25,251.02,75.87,1.5417,795,795,0,0
26,283.54,75.4,2.7361,945,945,0,0
27,268.06,80.8,1.8361,535,535,0,0
28,233.51,61.93,3.3889,620,620,0,0
29,204.76,76.8,0.5806,397,397,0,0
30,239.69,83.13,2.0889,560,560,0,0
31,230.28,78.2,1.0917,225,225,0,0
32,230.64,75.93,1.4083,1110,1110,0,0
33,258.68,78.93,0.6583,580,580,0,0
34,209.89,76.93,6.5806,535,535,0,0
35,163.93,75.6,1.6613,899,899,0,0
36,199.08,79.2,2.0417,620,620,0,0
37,219.15,76.07,1.4194,715,715,0,0
38,240.17,81.53,1.0083,330,330,0,0
39,265.98,72.73,1.5333,945,945,0,0
40,239.66,70.67,1.6194,590,590,0,0
41,158.04,74.67,1.3629,434,434,0,0
42,213.58,78.67,2.8306,705,705,0,0
43,259.16,66.2,6.3861,110,110,0,0
44,286.49,65.33,4.7611,1025,1025,0,0
45,249.49,79.0,1.5528,935,935,0,0
46,266.32,80.0,1.7972,305,305,0,0
47,146.12,79.8,2.5887,691,691,0,0
48,237.06,77.33,1.9111,800,800,0,0
49,254.89,73.4,1.7611,725,725,0,0
50,218.13,75.13,4.4889,1220,1220,0,0
51,232.65,76.2,2.9361,690,690,0,0
52,266.86,78.53,2.2667,870,870,0,0
53,202.9,73.6,0.8548,284,284,0,0
54,260.68,77.47,3.1167,475,475,0,0
55,246.5,79.93,2.1972,620,620,0,0
56,266.66,81.33,1.075,495,495,0,0
57,223.3,75.27,3.2833,305,305,0,0
58,217.7,81.73,1.7028,670,670,0,0
59,177.26,78.0,1.8145,634,634,0,0
60,236.16,80.73,1.5389,640,640,0,0
61,307.98,75.13,1.1528,775,775,0,0
62,264.44,79.73,1.3972,220,220,0,0
63,250.48,74.27,1.4528,1465,1465,0,0
64,266.23,74.8,1.9333,785,785,0,0
65,151.96,76.0,3.3911,569,569,0,0
66,229.75,82.73,1.5222,430,430,0,0
67,285.9,71.87,1.7556,630,630,0,0
68,282.36,76.33,0.8472,190,190,0,0
69,240.78,77.0,2.0056,495,495,0,0
70,221.36,81.33,2.2611,720,720,0,0
71,173.07,73.27,4.1089,697,697,0,0
72,237.61,78.0,2.0167,410,410,0,0
73,261.55,76.6,2.8,1175,1175,0,0
74,233.57,73.0,1.7528,580,580,0,0
75,203.95,77.27,3.9028,985,985,0,0
76,190.23,70.27,3.6556,675,675,0,0
77,196.23,70.8,2.0565,587,587,0,0
78,265.93,77.53,1.0194,505,505,0,0
79,273.2,71.93,2.1278,630,630,0,0
80,260.29,82.4,1.8333,635,635,0,0
81,260.81,77.73,1.6944,645,645,0,0
82,231.53,71.4,2.0167,860,860,0,0
83,166.53,73.33,0.875,161,161,0,0
84,263.83,77.53,1.6611,305,305,0,0
85,270.55,77.2,1.1583,165,165,0,0
86,209.79,76.8,4.6111,415,415,0,0
87,274.55,73.2,3.3111,900,900,0,0
88,283.13,72.6,1.9889,980,980,0,0
89,167.1,75.47,3.621,541,541,0,0
90,254.91,80.93,2.5833,220,220,0,0
91,259.85,75.8,1.7556,805,805,0,0
92,302.46,67.93,1.1,615,615,0,0
93,228.86,75.73,2.7306,305,305,0,0
94,276.14,69.2,2.7222,565,565,0,0
95,144.86,74.2,2.0444,203,203,0,0
96,212.67,75.27,4.0639,435,435,0,0
97,273.35,79.0,1.9583,335,335,0,0
98,262.99,73.53,1.0056,455,455,0,0
99,280.62,71.87,1.5194,75,75,0,0
100,289.96,74.67,1.1611,520,520,0,0
101,201.87,72.53,1.6855,289,289,0,0
102,197.2,72.47,9.3389,315,315,0,0
103,254.99,77.07,2.1722,870,870,0,0
104,301.2,74.4,0.6389,685,685,0,0
105,287.74,74.87,0.6028,135,135,0,0
106,224.74,81.07,4.5833,85,85,0,0
107,130.04,76.8,7.4435,273,273,0,0
108,248.8,78.93,5.3167,340,340,0,0
109,251.78,79.13,4.0722,1000,1000,0,0
110,269.51,72.67,0.9361,560,560,0,0
111,250.8,79.47,6.0278,60,60,0,0
112,258.45,78.93,2.8056,635,635,0,0
113,184.54,70.73,4.0,692,692,0,0
114,263.14,75.13,2.8833,355,355,0,0
115,288.49,74.67,2.0861,965,965,0,0
116,286.26,71.0,5.4111,230,230,0,0
117,276.88,74.67,4.2667,480,480,0,0
118,290.39,73.73,2.2278,835,835,0,0
119,169.17,70.33,2.0847,164,164,0,0
120,248.38,76.8,3.6389,245,245,0,0
121,287.85,75.47,1.6778,70,70,0,0
122,289.01,72.2,1.3861,1235,1235,0,0
123,321.37,69.6,1.3222,185,185,0,0
124,266.37,70.2,3.8806,725,725,0,0
125,192.93,75.2,4.7661,341,341,0,0
126,303.44,74.47,1.2528,490,490,0,0
127,282.98,73.07,1.3556,350,350,0,0
128,296.21,69.73,1.5778,170,170,0,0
129,220.63,76.93,6.7722,345,345,0,0
130,215.77,77.2,4.4639,380,380,0,0
131,158.34,72.4,6.2097,496,496,0,0
132,271.66,75.27,1.7167,505,505,0,0
133,227.25,77.4,4.5528,425,425,0,0
134,283.13,70.73,3.6444,640,640,0,0
135,312.01,71.87,1.4722,315,315,0,0
136,310.11,70.4,1.7722,150,150,0,0
137,171.7,73.6,1.9395,88,88,0,0
138,241.0,74.67,1.625,705,705,0,0
139,253.31,77.73,1.15,440,440,0,0
140,311.49,77.4,0.6778,600,600,0,0
141,312.27,74.6,1.7111,270,270,0,0
142,196.1,73.73,7.0028,200,200,0,0
143,179.2,66.4,6.0927,431,431,0,0
144,265.51,75.73,4.0056,430,430,0,0
145,299.12,74.27,1.4556,645,645,0,0
146,320.64,70.4,0.8722,285,285,0,0
147,278.9,78.53,4.1611,630,630,0,0
148,337.21,72.53,0.5778,0,0,0,0
149,181.17,73.87,3.4516,193,193,0,0
150,282.91,76.2,1.1806,590,590,0,0
151,281.09,73.13,1.7694,200,200,0,0
152,231.14,72.07,3.0611,340,340,0,0
153,246.43,78.2,3.9111,515,515,0,0
154,236.33,76.07,2.3,175,175,0,0
155,201.31,73.13,2.7298,401,401,0,0
156,325.75,70.6,1.9556,30,30,0,0
157,297.64,82.27,0.7,285,285,0,0
158,315.37,77.4,1.9361,485,485,0,0
159,300.55,70.53,4.5972,795,795,0,0
160,257.4,80.0,3.4806,110,110,0,0
161,202.5,75.13,3.3952,406,406,0,0
162,235.37,67.27,2.8306,630,630,0,0
163,297.99,72.93,3.4861,445,445,0,0
164,262.09,64.07,7.1778,405,405,0,0
165,294.05,74.33,1.3528,480,480,0,0
166,256.28,75.47,2.6833,405,405,0,0
167,164.89,76.8,2.2379,356,356,0,0
168,270.59,67.13,2.7778,535,535,0,0
169,325.96,72.27,1.3944,985,985,0,0
170,269.55,75.8,2.2111,125,125,0,0
171,244.72,75.47,1.1639,1190,1190,0,0
172,217.96,77.07,1.1806,905,905,0,0
173,183.07,73.13,2.7984,158,158,0,0
174,318.62,69.4,1.0833,690,690,0,0
175,278.89,79.13,1.7722,885,885,0,0
176,253.74,75.2,2.1806,585,585,0,0
177,301.75,72.73,1.0056,80,80,0,0
178,292.45,72.67,1.9,820,820,0,0
179,185.04,76.0,1.8024,341,341,0,0
180,263.52,74.8,3.9778,780,780,0,0
181,320.92,71.07,0.7694,985,985,0,0
182,283.12,59.47,6.4861,345,345,0,0
183,317.66,68.27,3.0139,220,220,0,0
184,316.64,70.4,1.1778,325,325,0,0
185,177.25,71.87,4.7984,123,123,0,0
186,298.6,70.47,1.7833,235,235,0,0
187,275.24,67.53,7.1333,260,260,0,0
188,275.24,73.67,2.2194,975,975,0,0
189,268.67,74.53,2.5639,410,410,0,0
190,299.64,78.13,0.8111,790,790,0,0
191,206.45,71.73,3.0484,592,592,0,0
192,297.41,75.2,4.3611,130,130,0,0
193,246.06,69.07,2.2306,540,540,0,0
194,330.08,63.47,8.8889,100,100,0,0
195,274.57,69.87,2.2583,870,870,0,0
196,327.7,66.0,3.8778,860,860,0,0
197,183.16,66.0,5.0323,577,577,0,0
198,236.93,81.07,1.7889,485,485,0,0
199,247.08,72.53,2.875,295,295,0,0
200,251.83,75.27,5.6778,580,580,0,0
201,253.63,77.4,1.6444,640,640,0,0
202,227.11,76.27,2.9306,155,155,0,0
203,184.28,64.87,5.4516,83,83,0,0
204,238.8,76.8,4.9667,235,235,0,0
205,262.5,69.07,8.2333,965,965,0,0
206,254.02,68.93,2.3806,435,435,0,0
207,300.13,74.4,2.4194,300,300,0,0
208,205.14,74.27,3.7917,385,385,0,0
209,158.23,69.4,5.5726,113,113,0,0
210,302.43,71.0,1.7278,50,50,0,0
211,296.89,74.07,1.3556,180,180,0,0
212,294.86,71.0,2.3556,240,240,0,0
213,198.42,75.2,2.0056,840,840,0,0
214,257.39,73.07,5.6417,1055,1055,0,0
215,190.5,62.67,11.7742,10,10,0,0
216,264.34,77.4,7.2667,715,715,0,0
217,240.15,73.07,4.0694,90,90,0,0
218,243.93,76.8,3.3722,380,380,0,0
219,308.84,70.2,1.0722,420,420,0,0
220,175.17,76.67,5.4028,175,175,0,0
221,178.61,81.07,3.5565,50,50,0,0
222,303.01,72.4,1.0361,340,340,0,0
223,236.23,74.47,4.55,545,545,0,0
224,306.92,72.93,2.8444,755,755,0,0
225,310.41,68.73,1.1611,275,275,0,0
226,300.76,73.0,2.2833,1105,1105,0,0
227,178.14,72.53,2.75,120,120,0,0
228,253.67,72.53,2.5472,1030,1030,0,0
229,297.45,76.67,3.7944,275,275,0,0
230,225.36,80.47,1.525,755,755,0,0
231,208.5,75.2,5.1944,350,350,0,0
232,300.95,71.07,3.3611,1065,1065,0,0
233,172.12,76.6,3.9194,403,403,0,0
234,277.29,68.87,2.1167,390,390,0,0
235,295.06,76.6,0.6083,970,970,0,0
236,252.13,78.93,2.9389,360,360,0,0
237,256.07,77.8,1.05,820,820,0,0
238,225.08,63.8,4.9361,890,890,0,0
239,150.66,75.4,2.4435,526,526,0,0
240,261.9,78.13,1.6722,310,310,0,0
241,301.48,73.87,0.7,290,290,0,0
242,313.78,76.47,1.7778,340,340,0,0
243,262.29,76.8,4.4694,690,690,0,0
244,267.51,75.53,3.4889,860,860,0,0
245,141.56,73.8,4.9839,348,348,0,0
246,245.75,79.4,1.7444,635,635,0,0
247,248.76,62.53,1.8528,660,660,0,0
248,268.6,64.6,9.6139,210,210,0,0
249,191.87,75.27,2.2722,315,315,0,0
250,219.15,78.93,4.9806,155,155,0,0
251,175.48,76.8,1.8871,319,319,0,0
252,287.42,78.13,3.5778,10,10,0,0
253,245.52,76.4,4.925,75,75,0,0
254,308.36,73.13,0.8583,855,855,0,0
255,177.78,68.67,5.1611,440,440,0,0
256,231.35,80.8,2.3306,405,405,0,0
257,166.04,74.47,6.2984,63,63,0,0
258,241.04,74.87,2.7278,875,875,0,0
259,154.98,72.8,10.9278,205,205,0,0
260,237.14,71.8,1.7861,840,840,0,0
261,309.48,76.8,0.9833,340,340,0,0
262,292.97,72.4,4.2778,800,800,0,0
263,161.36,76.0,1.9839,193,193,0,0
264,290.2,79.53,1.7667,485,485,0,0
265,258.12,73.73,2.275,315,315,0,0
266,255.95,76.67,1.6194,510,510,0,0
267,272.05,76.0,3.6389,595,595,0,0
268,219.22,81.2,5.8306,475,475,0,0
269,187.75,75.0,3.25,524,524,0,0
270,309.8,73.13,0.75,975,975,0,0
271,265.51,76.93,3.6,750,750,0,0
272,270.89,78.13,1.6944,360,360,0,0
273,247.48,77.73,1.9167,250,250,0,0
274,279.44,72.33,0.7528,135,135,0,0
275,138.7,78.13,3.4758,285,285,0,0
276,302.11,77.07,1.2694,755,755,0,0
277,205.07,75.93,4.7778,410,410,0,0
278,285.27,79.67,2.3861,330,330,0,0
279,191.92,78.2,4.4028,255,255,0,0
280,246.42,78.33,1.6833,280,280,0,0
281,184.83,72.8,2.1532,81,81,0,0
282,289.6,75.4,1.7139,225,225,0,0
283,259.97,75.27,1.6222,360,360,0,0
284,301.93,74.67,3.9167,75,75,0,0
285,137.15,76.0,4.6611,125,125,0,0
286,206.88,83.8,2.7944,255,255,0,0
287,138.23,71.93,2.7782,336,336,0,0
288,295.29,73.2,1.1778,770,770,0,0
289,306.66,74.47,1.4333,705,705,0,0
290,208.87,66.93,4.3722,525,525,0,0
291,242.91,74.73,2.7917,935,935,0,0
292,287.26,76.27,1.6056,930,930,0,0
293,164.75,77.4,2.2742,268,268,0,0
294,275.79,75.53,0.6417,490,490,0,0
295,278.61,76.8,1.925,145,145,0,0
296,304.34,76.67,0.9722,890,890,0,0
297,284.2,74.47,2.8611,960,960,0,0
298,253.78,75.2,2.8667,360,360,0,0
299,167.98,80.93,6.2218,278,278,0,0
300,242.04,74.0,2.4972,1070,1070,0,0
301,211.38,74.93,4.1833,1105,1105,0,0
302,287.81,71.73,4.8,810,810,0,0
303,230.85,80.47,4.1639,1205,1205,0,0
304,178.36,77.93,2.5861,330,330,0,0
305,162.88,74.53,5.8468,211,211,0,0
306,220.63,75.87,3.0917,505,505,0,0
307,222.57,71.67,5.9111,635,635,0,0
308,219.24,74.4,3.8389,525,525,0,0
309,258.83,75.07,2.9556,500,500,0,0
310,246.94,77.6,2.375,805,805,0,0
311,166.45,72.53,1.4677,741,741,0,0
312,286.53,72.07,2.1611,510,510,0,0
313,252.86,75.47,2.2833,780,780,0,0
314,266.57,70.33,2.1778,420,420,0,0
315,195.65,73.8,2.4917,530,530,0,0
316,249.77,76.93,5.2583,205,205,0,0
317,147.1,74.0,4.7379,539,539,0,0
318,192.79,76.07,8.4333,205,205,0,0
319,250.86,73.93,2.6889,750,750,0,0
320,273.33,75.73,1.2167,390,390,0,0
321,259.35,74.53,1.2,505,505,0,0
322,180.91,71.87,3.8972,115,115,0,0
323,194.91,66.67,3.4395,459,459,0,0
324,237.36,73.13,7.75,310,310,0,0
325,259.21,72.67,4.7417,960,960,0,0
326,215.66,74.2,7.4389,485,485,0,0
327,259.03,59.6,14.5056,260,260,0,0
328,288.29,72.4,2.2444,1015,1015,0,0
329,165.38,70.0,3.621,384,384,0,0
330,280.58,72.53,1.3333,370,370,0,0
331,249.2,74.33,2.5583,635,635,0,0
332,219.13,80.4,2.3528,260,260,0,0
333,266.01,74.2,1.3222,510,510,0,0
334,255.89,65.6,8.4722,880,880,0,0
335,199.12,68.4,5.4597,389,389,0,0
336,232.18,64.27,9.2,565,565,0,0
337,277.98,74.27,1.3889,815,815,0,0
338,262.94,74.0,2.2111,175,175,0,0
339,273.52,74.8,2.0556,270,270,0,0
340,200.3,73.47,2.7861,210,210,0,0
341,142.58,69.4,12.996,138,138,0,0
342,268.69,75.67,2.5444,405,405,0,0
343,239.65,78.93,2.4889,110,110,0,0
344,315.73,73.87,0.9917,620,620,0,0
345,244.33,70.2,10.8222,270,270,0,0
346,237.03,75.53,1.0111,560,560,0,0
347,176.61,65.27,1.5444,306,306,0,0
348,223.44,83.2,1.7389,830,830,0,0
349,261.82,70.47,3.1556,590,590,0,0
350,248.53,68.27,2.2556,560,560,0,0
351,274.3,59.6,8.1278,505,505,0,0
352,318.84,71.73,1.9889,365,365,0,0
353,142.64,62.53,13.7581,165,165,0,0
354,260.77,59.2,5.5194,100,100,0,0
355,315.9,67.47,1.9556,860,860,0,0
356,274.63,73.87,1.1306,1235,1235,0,0
357,196.64,76.8,14.125,160,160,0,0
358,287.68,78.93,0.9389,210,210,0,0
359,178.61,76.8,2.621,128,128,0,0
360,215.72,72.53,13.0528,265,265,0,0
361,176.06,73.73,3.1,455,455,0,0
362,246.76,70.2,1.0889,395,395,0,0
363,259.82,78.87,3.4111,275,275,0,0
364,229.54,74.4,3.2472,30,30,0,0
365,193.28,63.87,8.2097,330,330,0,0
366,255.8,68.87,9.4417,120,120,0,0
367,212.49,79.27,6.0944,525,525,0,0
368,191.32,77.93,4.1444,340,340,0,0
369,216.74,75.27,5.9278,440,440,0,0
370,275.79,70.2,1.6417,885,885,0,0
371,140.43,65.93,10.6734,341,341,0,0
372,223.63,78.33,1.6444,715,715,0,0
373,190.5,81.33,2.4528,495,495,0,0
374,195.17,75.87,6.3111,495,495,0,0
375,230.36,73.27,3.6611,490,490,0,0
376,309.17,58.67,12.0111,185,185,0,0
377,178.47,70.4,5.5161,348,348,0,0
378,250.06,68.27,11.8528,135,135,0,0
379,172.8,70.4,7.7611,290,290,0,0
380,247.84,78.6,2.0444,605,605,0,0
381,291.0,66.73,3.6333,165,165,0,0
382,263.55,70.93,1.8444,660,660,0,0
383,137.9,66.13,4.0202,308,308,0,0
384,222.03,76.8,1.375,240,240,0,0
385,232.04,71.33,3.9833,55,55,0,0
386,139.6,74.33,9.8556,175,175,0,0
387,282.39,57.47,13.9472,455,455,0,0
388,252.79,72.33,3.7694,580,580,0,0
389,168.54,71.07,5.3387,313,313,0,0
390,208.69,70.4,10.0889,320,320,0,0
391,241.09,67.8,4.0083,315,315,0,0
392,252.64,75.13,2.5083,380,380,0,0
393,209.04,72.4,2.7056,275,275,0,0
394,259.76,74.07,3.5889,225,225,0,0
395,192.34,68.0,5.4516,95,95,0,0
396,251.03,72.33,8.6611,215,215,0,0
397,207.09,70.0,8.4833,110,110,0,0
398,194.72,72.47,1.9667,750,750,0,0
399,265.49,70.53,3.6472,250,250,0,0
400,195.82,77.13,1.3222,515,515,0,0
401,190.02,67.87,7.0968,654,654,0,0
402,278.86,71.0,1.0389,150,150,0,0
403,206.17,72.67,7.3917,655,655,0,0
404,264.88,53.47,14.475,560,560,0,0
405,242.1,73.13,3.45,355,355,0,0
406,243.58,73.67,3.5111,400,400,0,0
407,130.79,74.73,13.8589,143,143,0,0
408,285.61,54.13,14.1528,100,100,0,0
409,229.08,78.8,2.3056,820,820,0,0
410,213.18,73.87,2.3139,710,710,0,0
411,238.13,77.4,0.9917,350,350,0,0
412,238.66,72.53,12.2278,140,140,0,0
413,181.15,68.4,3.6573,63,63,0,0
414,309.1,64.0,6.9083,235,235,0,0
415,285.56,53.6,13.6806,455,455,0,0
416,210.29,69.27,9.5111,695,695,0,0
417,179.33,62.93,16.6083,165,165,0,0
418,186.56,72.33,4.3472,25,25,0,0
419,200.5,68.53,1.6452,368,368,0,0
420,191.73,56.67,14.1167,195,195,0,0
421,297.75,57.07,14.6444,340,340,0,0
422,277.7,72.4,5.9889,660,660,0,0
423,266.01,74.53,6.2944,135,135,0,0
424,250.15,59.2,9.5556,295,295,0,0
425,157.91,68.4,12.4879,296,296,0,0
426,179.9,70.33,4.7528,260,260,0,0
427,234.85,78.0,4.6472,385,385,0,0
428,164.76,68.53,12.6889,405,405,0,0
429,267.65,74.67,3.0139,135,135,0,0
430,179.62,66.67,13.3667,360,360,0,0
431,153.55,65.33,11.0524,253,253,0,0
432,226.47,54.93,15.8833,200,200,0,0
433,239.53,74.73,3.8389,60,60,0,0
434,182.62,57.6,18.7167,185,185,0,0
435,250.45,67.93,12.1778,585,585,0,0
436,261.28,65.13,6.9,550,550,0,0
437,114.81,53.07,16.8548,130,130,0,0
438,193.7,72.53,9.4167,200,200,0,0
439,210.5,65.47,5.1611,345,345,0,0
440,202.06,73.0,9.4083,370,370,0,0
441,282.47,70.47,1.2611,225,225,0,0
442,188.39,63.73,8.3167,760,760,0,0
443,241.32,37.33,26.0645,268,268,0,0
444,329.78,52.8,15.5222,300,300,0,0
445,236.77,73.73,5.5694,35,35,0,0
446,262.16,69.6,1.2833,120,120,0,0
447,209.8,68.2,5.1194,480,480,0,0
448,233.6,57.13,15.2139,250,250,0,0
449,138.73,54.87,19.1653,241,241,0,0
450,252.65,63.2,11.9944,325,325,0,0
451,240.05,73.13,10.0361,295,295,0,0
452,240.49,71.87,3.625,220,220,0,0
453,310.48,73.13,1.4833,695,695,0,0
454,247.54,73.4,2.7889,55,55,0,0
455,141.91,65.53,10.8871,168,168,0,0
456,184.5,69.13,8.3667,440,440,0,0
457,282.07,71.0,2.0111,595,595,0,0
458,180.6,67.73,12.2833,70,70,0,0
459,305.92,70.4,1.9278,395,395,0,0
460,247.14,64.87,12.7694,475,475,0,0
461,200.87,59.07,14.0726,113,113,0,0
462,299.6,60.87,13.7944,65,65,0,0
463,232.01,72.4,10.1361,145,145,0,0
464,276.71,57.6,16.9861,370,370,0,0
465,182.2,63.2,10.725,5,5,0,0
466,266.48,66.0,13.8778,515,515,0,0
467,177.89,67.6,7.4718,83,83,0,0
468,193.76,73.27,3.7806,185,185,0,0
469,262.8,66.27,9.675,825,825,0,0
470,241.59,78.93,1.325,590,590,0,0
471,329.24,52.8,13.6611,165,165,0,0
472,228.95,71.33,11.7361,490,490,0,0
473,148.71,50.67,22.0645,158,158,0,0
474,286.77,72.07,2.9278,875,875,0,0
475,207.44,67.53,9.9222,195,195,0,0
476,236.43,64.0,16.0694,545,545,0,0
477,205.85,74.67,10.0889,280,280,0,0
478,229.4,73.8,3.125,420,420,0,0
479,153.66,65.4,16.3871,43,43,0,0
480,195.39,73.07,3.4222,345,345,0,0
481,189.69,68.67,5.4806,420,420,0,0
482,231.68,76.67,1.8806,75,75,0,0
483,269.32,56.13,4.35,155,155,0,0
484,173.34,67.33,7.5194,190,190,0,0
485,225.1,37.93,26.9274,88,88,0,0
486,248.15,67.47,8.5139,400,400,0,0
487,311.88,50.67,19.0278,415,415,0,0
488,242.9,64.6,2.2444,430,430,0,0
489,241.38,55.27,14.3028,235,235,0,0
490,267.38,71.73,0.6972,505,505,0,0
491,171.61,67.93,5.0161,8,8,0,0
492,202.0,51.53,20.5611,295,295,0,0
493,350.27,50.67,13.6,275,275,0,0
494,199.07,52.2,15.0028,205,205,0,0
495,204.81,52.8,12.5611,115,115,0,0
496,284.33,55.6,14.0861,575,575,0,0
497,167.35,70.27,6.2742,225,225,0,0
498,196.92,53.07,14.8639,225,225,0,0
499,232.41,70.4,5.7667,440,440,0,0
